HZ,JGDEC,CFREQ,PINYIN,JIESHI,ENGLISH,FIND,RCNT
蔎,艹訁殳,0,shè,古书上说的一种香草。#茶的别称。,N/A,0,3
繸,糹遂,0,suì,古时贯串佩玉带子。#覆盖尸体的衣衾。,tassel,0,2
绖,纟至,0,dié,古代丧服上的麻带子：首～。腰～。,white hempen cloth worn by mourners,0,2
埭,土隶,0,dài,土坝：石～。钟～。,a dam#a jock,0,2
駮,馬交,1,bó,传说中的一种形似马而能吃虎豹的野兽。#古同“驳”。,join#argue,0,2
鰡,魚留,0,liú,古代一种吹沙小鱼：“悬渊沉之魦～。”,N/A,0,2
鵳,肩鳥,0,jiān,〔鶗～〕见“鶗”。,N/A,0,2
柁,木它,0,tuó#duò,房架前后两个柱子之间的大横梁：房～。,large tie-beams,0,2
筴,竹夾,0,cè,同“策”。,to divine#pincers,0,2
珧,王兆,0,yáo,〔江～〕软体动物，肉柱称“江珧柱”，干制后又称“干贝”，是珍贵的海味品。亦称“玉珧”。#蚌蛤的甲壳，古代用作刀、弓上的装饰品。,mother-of-pearl,0,2
贳,世贝,0,shì,出租，出借：～器店。#赊欠：赊～。#宽纵，赦免：～赦。,borrow#pardon#loan,0,2
贶,贝兄,0,kuàng,赠，赐：厚～。嘉～。,give#grant#bestow,0,2
腩,月南,0,nǎn,方言，称牛肚上和近肋处的松软肌肉，亦指用这种肉做成的菜肴。#用调味品浸渍肉类以备炙食。,abdomen#to boil meat,0,2
臌,月鼓,0,gǔ,中医指肚子膨胀的病，有“水臌”、“气臌”两种，通称“臌胀”。亦作“鼓”。,puffy bloated,0,2
畺,田一田一,4,jiāng#jiàng,古同“疆”。,N/A,0,4
礓,石畺,0,jiāng,〔～石、～礫〕小石。#泛指石头。#一种不透水的矿石，块状或颗粒状：砂～。,N/A,0,2
袛,衤氐,0,dī,〔～裯〕短衣。,N/A,0,2
貐,豸俞,0,yǔ,〔䝟～〕同“猰㺄”。,N/A,0,2
蹐,足脊,0,jí,后脚紧跟着前脚，用极小的步子走路。,take short steps,0,2
圬,土亏,0,wū,泥瓦工人用的抹子。#抹墙。,plaster over with layer of mud,0,2
堠,土侯,0,hòu,古代瞭望敌情的土堡：斥～。烽～。～鼓。#记里数的土堆：～子。～程。,battlements#battlemented walls,0,2
屦,尸彳娄,0,jù,古代用麻葛制成的一种鞋：～贱踊贵。#践踏。#古同“屡”。,straw sandals#tread on,0,3
驵,马且,0,zǎng,好马，壮马：～俊。～侩。,excellent horse#noble steed,0,2
桄,木光,0,guāng#guàng,〔～榔〕①常绿乔木，羽状复叶。茎中的髓可制淀粉，叶柄纤维可制绳；②这种植物的果实。,a coir-palm,0,2
憝,敦心,0,duì,怨恨，憎恶。#坏，恶：元凶大～。,to dislike#to abhor#to hate,0,2
瘳,疒翏,0,chōu,病愈。#损害，减损。,to be healed#to reform,0,2
騃,馬矣,0,sì,快跑的样子。,stupid#foolish,0,2
茌,艹仕,0,chí,〔～平〕地名，在中国山东省。,N/A,0,2
辀,车舟,0,zhōu,车辕：“马倚～而徘徊”。,shaft,0,2
胠,月去,0,qū,腋下：“转则两～下满。”#古代军阵的右翼：“～，商子车御侯朝”。#从旁边打开：“将为～箧探囊发匮之盗而为守备。”#搁浅：“～于沙而思水，则无逮矣。”,open#throw away,0,2
埏,土延,0,yán#shān,地的边际。#墓道：～道。～隧。～闼。,a boundary#a limit,0,2
腠,月奏,0,còu,肌肉的纹理：～理。#皮肤。,between the skin and the flesh,0,2
靰,革兀,0,wù,〔～鞡〕中国东北地区冬天穿的一种用皮革做的鞋，里面垫着乌拉草。亦作“乌拉”。,leg warmer,0,2
缻,缶瓦,0,fǒu,古同“缶”。,pottery#earthenware,0,2
铼,钅来,0,lái,一种金属元素，熔点3180℃，高熔点金属之一，用来制造电灯丝、人造卫星和火箭的外壳、原子反应堆的防护板等，化学上用做催化剂。,rhenium,0,2
紤,糹斤,0,jiǔ,镜。,N/A,0,2
鐣,釒掌,0,chēng,烙饼用的平底锅：饼～。,N/A,0,2
莤,艹酉,0,sù#yóu,古代用酒灌注茅束以祭神。#酒器的塞子。,N/A,0,2
鱯,魚蒦,0,hù,见“鳠”。,N/A,0,2
邲,必阝,0,bì,古地名，中国春秋时属郑，在今河南省郑州市东。#姓。,good-looking#name of a place,0,2
唼,口妾,0,shà,〔～喋〕形容鱼、鸟吃东西的声音。,speaking evil. gobbling sound made by ducks,0,2
鐻,釒豦,0,jù,古代一种像钟的乐器：“销锋铸～。”#古同“锯”。,drumstick,0,2
閟,門必,0,bì,古同“闭”：“君之门兮九重～。”#掩蔽：“绾愈恐，～匿。”#止；尽：“我思不～。”#幽静#古通“秘”，便秘：“其病癃～。”#古通“祕”。#慎重；珍重,hide#keep secret#hideaway,0,2
駚,馬央,0,yǎng,跳跃前扑，如“有兽焉，其状如犬，……善～～。”,N/A,0,2
篥,竹栗,0,lì,〔觱～〕见“觱”。,bulgle,0,2
茈,艹此,0,zǐ,〔～草〕多年生草本植物，叶椭圆形，茎叶有细毛，夏季开白色小花，根皮紫色，可入药，亦可作紫色染料。亦作“紫草”。,a plant yielding a red dye,0,2
肏,入肉,0,cào,性交。,copulate,0,2
萩,艹秋,0,qiū,古书上说的一种蒿类植物。#古同“楸”，木名。,scandent hop#tree,0,2
跐,足此,0,cī#cǐ,脚下滑动：登～了。,to trample#to step,0,2
蹅,足查,0,chǎ,踩，在泥水里走：～雨。～着泥走。,to tread on#walk through,0,2
瞢,艹罒冖目,2,méng#měng,目不明：目光～然。,to feel ashamed,0,4
罽,罒厂剡,0,jì,用毛做成的毡子一类的东西：“狗马被缋～。”#鱼网。,a kind of woolen fabric,0,3
聭,耳鬼,0,kuì,古同“愧”。#耻辱。,N/A,0,2
铚,钅至,0,zhì,古代一种短的镰刀。#割稻穗。,a sickle,0,2
箦,竹责,0,zé,竹编床席。,bed mat#mat,0,2
踣,足咅,0,bó,跌倒：屡～屡起。#倒毙，僵死，破灭：～其国家。～毙不振。,to stumble and fall prone stiff in death,0,2
菑,艹甾,0,zī#zì#zāi,初耕的田地。#开荒：“厥父～，厥子乃弗肯播。”#姓。,to weed grass,0,2
捃,扌君,0,jùn,拾取，摘取：～拾。～摭。,N/A,0,2
瘕,疒叚,0,jiǎ#xiá#xiā,妇女肚子里结块的病。#腹中生长寄生虫。,asthma#disese of the bowels,0,2
閒,門月,3,xián#jiān#jiàn,沒有事情；沒有活動，與“忙”相對：遊手好～。～工夫。農～。忙裏偷～。#房屋、器物等放著不用：～置。～房。#與正事無關的：～談。～人免進。～話。,liesure#idle#peaceful,0,2
顩,人一口口从頁,0,yǎn,牙齿暴露不齐，俗称“暴牙齿”。,N/A,0,6
鳓,鱼勒,0,lè,〔～鱼〕身体侧扁，腹部有硬刺，生活在海中，为重要食用鱼类。亦称“鲙鱼”、“白鳞鱼”、“曹白鱼”。,Chinese herring#shad,0,2
聛,耳卑,0,bǐ,耳廓。,N/A,0,2
脮,月妥,0,něi,古同“鯘”，鱼肉腐败。,N/A,0,2
昜,旦勿,5,yáng,从日从一从月。一曰长也。,N/A,0,2
諹,訁昜,0,yáng,赞扬。#喧哗。#谨慎。,N/A,0,2
誖,訁孛,0,bèi#bó,古同“悖”。,obstinate#disorderly#perverse,0,2
蕅,艹氵禺,0,ǒu,古同“藕”。,N/A,0,3
睒,目炎,0,shǎn,窥视：“瞢～天，不睹其畛”。#〔～睗〕迅速地看，如“忘其所以～～，失其所以去就。”#闪烁。,to peep#glittering,0,2
笰,竹弗,0,fú#fèi,古代一种杆上带绳的箭。#古代车箱前后的遮蔽物。从车后登车，车后的门户即是“笰”。#古代挽发定冠的簪子。,curtain,0,2
籥,竹龠,0,yuè,同“龠”。#古代通风鼓火器上的管子。#古同“钥”，锁钥。,key#woodwind instrument,0,2
翧,宣羽,0,xuān,〔～～〕飞。,N/A,0,2
镩,钅窜,0,cuān,一种铁制凿冰工具，称“冰镩”。#用冰镩凿：～冰。,pick#poker,0,2
耧,耒娄,0,lóu,播种用的农具，前边牵引，后边人扶，可同时完成开沟和下种两项工作：～车。～犁。～播。,drill for sowing grain,0,2
蜞,虫其,0,qí,〔蟛～〕见“蟛”。,N/A,0,2
舡,舟工,0,chuán,同“船”。,boat#ship,0,2
鹀,巫鸟,0,wú,鸟类的一属，形体像麻雀，嘴形特殊，闭合时上嘴边缘与下嘴边缘不密接，品种很多。,N/A,0,2
罣,罒圭,0,guà,同“挂”。,hinder#disturb#obstruct,0,2
觍,典见,0,tiǎn,形容惭愧：～颜。#厚着脸皮：～着脸。#同“腆”。,ashamed,0,2
絽,糹吕,0,lǚ,缝缀。,a silk gauze,0,2
亶,亠回旦,14,dǎn#dàn,实在，诚然，信然。,real#ruth#sincere,0,3
羶,羊亶,0,shān,同“膻1”。,rank odor,0,2
臜,月赞,0,zā,〔腌～〕见“腌2”。,dirty#filthy,0,2
觔,角力,0,jīn,同“筋”。#同“斤”。,catty,0,2
躼,身長,0,lào,古同“軂”。,N/A,0,2
岈,山牙,0,yá,〔嵖～〕见“嵖”。,N/A,0,2
潲,氵稍,0,shào,雨点被风吹得斜洒：雨往南～。#洒水：熨衣服前先～点水。#泔水：～水。猪～。,driving rain#to sprinkle,0,2
枧,木见,0,jiǎn,同“笕”。#栓。#棺衣。#肥皂：番～。香～。,bamboo tube#wooden peg#spout,0,2
觌,卖见,0,dí,相见：～面。,see#interview,0,2
膦,月粦,0,lìn,磷化氢分子中的氢原子，部分或全部被烃基取代而形成的有机化合物的总称。,N/A,0,2
礞,石蒙,0,méng,〔～石〕矿物，有“青礞石”和“金礞石”两种。青礞石青灰色或灰绿色，金礞石棕黄色，均可入药。,N/A,0,2
蝤,虫酋,0,qiú,〔～蛴〕古书上指天牛的幼虫。,N/A,0,2
螗,虫唐,0,táng,古书上指一种较小的蝉。,a kind of cicada,0,2
酹,酉寽,0,lèi,把酒洒在地上表示祭奠或起誓：“一樽还～江月”。,to sprinkle,0,2
醅,酉咅,0,pēi,没滤过的酒：“盘飧市远无兼味，樽酒家贫只旧～”。,unstrained spirits,0,2
絅,糹冋,0,jiōng#jiǒng,急引。,unlined garment#dust coat,0,2
纁,糹熏,0,xūn,浅红色。#古通“曛”，黄昏的阳光。,shade of red#light red,0,2
葰,艹俊,0,jùn,大：“实叶～楙”。,N/A,0,2
郇,旬阝,0,xún#huán,中国周代诸侯国名，在今山西省临猗县西南。#姓。,an ancient feudal State in Shaanxi,0,2
躄,辟足,0,bì,跛脚：“民家有～者，槃散行汲。”#〔～～〕行进不止的样子，如“奇俊无少年，日车何～～！”#仆倒：“迷闷～地。”,cripple#lame,0,2
茼,艹同,0,tóng,〔～蒿〕一年生或二年生草本植物，叶互生，长形羽状分裂，花黄色或白色，瘦果有棱，茎叶嫩时可食，亦可入药。亦称“蓬蒿”。,N/A,0,2
洧,氵有,0,wěi,〔～川〕地名，在中国河南省尉氏县。,name of a river in honan,0,2
滠,氵聂,0,shè,〔～水〕水名，在中国湖北省。,river in Hubei province,0,2
澉,氵敢,0,gǎn,〔～浦〕地名，在中国浙江省海盐市。#〔淡～〕方言，洗涤。,to wash name of a place,0,2
鎭,釒眞,0,zhèn,同“镇”。,town#market place#suppress,0,2
铏,钅刑,0,xíng,古代盛羹的小鼎，两耳三足，有盖。#指肉菜羹。#古通“硎”，磨刀石。,sacrificial cauldron,0,2
赆,贝尽,0,jìn,临别时赠送给远行人的路费、礼物：～道。～仪。～行。#进贡的财物：纳～。,farewell present,0,2
赇,贝求,0,qiú,贿赂：受～。,bribe,0,2
顣,戚頁,0,cù,古同“蹙”，皱缩。,frown,0,2
骕,马肃,0,sù,〔～骦〕古代良马名。,name of a famous horse,0,2
飑,风包,0,biāo,气象学上指风向突然改变，风速急剧增大的天气现象。“飑”出现时，气温下降，并可能有阵雨。#古同“飙”，暴风。,storm,0,2
訄,九訁,0,qiú,逼迫。,N/A,0,2
輓,車免,0,wǎn,同“挽”。,mourn#pull#draw,0,2
鋹,釒長,0,chǎng,锐利。,sharp#a keen edge#sharp point,0,2
钘,钅开,0,xíng,古代盛酒的器皿。,ancient wine vessel,0,2
陁,阝丿一也,0,tuó,古同“阤”。,a steep bank#a declivity,0,4
耱,耒磨,0,mò,用荆条等编成的一种农具，功用和耙相似。亦称“耢”。,a kind of farm tool,0,2
鋵,釒秃,0,tū,化学元素“铥”的旧译。,N/A,0,2
鱵,魚箴,0,zhēn,〔～鱼〕体细长，亚圆筒形，眼大，口小，下颌细长如针，故亦称“针鱼”，背鳍生于身体后部，臀鳍与之相等。是生活于浅海河口的小型鱼类，有的也能进入淡水生活。,N/A,0,2
榀,木品,0,pǐn,量词，一个房架称一榀。,N/A,0,2
膶,月門王,0,rùn,方言，婉辞。由于肝、竿与干瘪的“干”同音，中国广州话因忌讳而把它们改为丰润的“润”。故把猪肝、鸡肝称猪~、鸡~；豆腐干称豆腐~。,(Cant.) liver,0,3
茐,艹匆,0,cōng,曾作“葱”的简化字，后停用。,N/A,0,2
螝,虫鬼,0,guì#huǐ,虫蛹。,N/A,0,2
訙,訁丸,0,xùn,古同“讯”。,N/A,0,2
鄬,爲阝,0,wéi,古地名，中国春秋时属郑，在今河南省鲁山县境。#姓。,place in Henan province,0,2
閮,門廷,0,tíng#tǐng,古同“庭”，厅堂；院子。,N/A,0,2
鯆,魚甫,0,pū#bū,〔～䱐〕江豚，如“涛头倏尔过，数顷跳～～。”,the skate or ray,0,2
逿,辶昜,0,dàng,跌倒：“式耻之，阳醉～地。”#古通“荡”，摇荡，冲击：“周身热，脉盛者，为重阳。重阳者，～心主。”,N/A,0,2
鮀,魚它,0,tuó,古代一种生活在淡水中的吹沙小鱼。,snakefish,0,2
鯝,魚固,0,gù,见“鲴”。,fish guts,0,2
鰁,魚泉,0,quán,见“鳈”。,name of fish,0,2
鱤,魚感,0,gǎn,见“鳡”。,N/A,0,2
郕,成阝,0,chéng,中国周代诸侯国名，在今河南省范县一带。#古邑名，在今山东省宁阳县东北。#姓。,state in Shandong province,0,2
镴,钅巤,0,là,铅和锡的合金，可以焊接金属，亦可制造器物：～枪头。,solder#tin,0,2
鮄,魚弗,0,fú,古书上说的一种海鱼。,N/A,0,2
鲙,鱼会,0,kuài,〔～鱼〕即“鳓鱼”。亦作“快鱼”。#同“脍”。细切肉。#鱼鲙。鱼细切作的肴馔。#方言。鳜鱼。,minced fish#hash,0,2
鳁,鱼昷,0,wēn,〔～鱼〕体长二十余厘米，背部苍黑色，体侧有黑斑纵列，生活在海中。亦称“沙丁鱼”。#〔～鲸〕哺乳动物，鲸的一种，生活在海洋中，头上有喷水孔。,sardine,0,2
齁,鼻句,0,hōu,鼻息声：～声。#吃太咸或太甜的东西后使喉咙不舒服：这咸菜真～人。#方言，很，非常：～苦。～咸。～冷。,snore loudly#very#extremely,0,2
膹,月賁,0,fèn,肉羹：“彀～雁羹。”#切的熟肉。,N/A,0,2
袣,衤世,0,yì,衣袖：“曳独茧之褕～。”,N/A,0,2
謿,訁朝,0,cháo,同“嘲1”。,ridicule#deride#scorn,0,2
陧,阝日土,0,niè,〔杌～〕见“杌”。,in disorder,0,3
坜,土历,0,lì,坑。,N/A,0,2
坫,土占,0,diàn,屏障。#古代屋中的土台子，上面可放饮食用具。#边界：垓～。,a stand on which to replace goblets after drinking,0,2
甍,十十罒冖瓦,0,méng,屋脊：“～宇齐平”。,rafters supporting roof tiles,0,5
绠,纟更,0,gěng,汲水用的绳子：～短汲深。#轮辐近轴处的突出部分。,well rope,0,2
恝,丰刀心,1,jiá,无动于衷；淡然：～置。～然。,carefree#without sorrow,0,3
飗,风留,0,liú,〔～～〕微风吹动的样子。,soughing of wind#noise,0,2
镙,钅累,0,luó,〔锉～〕古代小釜一类的温器。,N/A,0,2
镱,钅意,0,yì,一种金属元素，属稀土金属。,ytterbium,0,2
魋,鬼隹,0,tuí,古书上说的一种毛浅而赤黄、形似小熊的野兽。#姓。,bear,0,2
硱,石困,0,kǔn,〔～磳〕石貌。,N/A,0,2
祫,礻合,0,xiá,古代天子或诸侯把远近祖先的神主集合在太庙里进行祭祀。,triennial sacrifice to one's ancestors,0,2
箖,竹林,0,lín#lǐn,〔～箊〕古书上说的一种竹子，叶薄而宽。,N/A,0,2
袧,衤句,0,gōu,古代丧服两侧的褶绉。,N/A,0,2
迯,辶外,0,táo,同“逃”。,escape#flee#abscond,0,2
郙,甫阝,0,fǔ,〔～阁〕中国东汉阁道，故址在今陕西省略阳县西嘉陵江边。#古亭名，故址在今中国河南省上蔡县西南。,to be exiled#delay payment for,0,2
冘,冘,12,yín#yóu,〔～～〕走走停停的样子。,coubtful#to move on,0,1
酖,酉冘,0,dān,同“耽”。,wine with bird poison added,0,2
遘,辶冓,0,gòu,相遇。#古同“构”，构成。,to meet#to come across,0,2
阘,门日羽,0,tà,小户，引申为卑下：～茸。～懦。,upper-story door or window,0,3
眭,目圭,0,guì#suī,目光深注的样子：“～然能视”。,N/A,0,2
餗,飠束,0,sù,古代指鼎中的食物，后泛指美味佳肴：“奇珍异味天庖～。”,food in tripod#rice porridge,0,2
耖,耒少,0,chào,在耕、耙地以后用的一种把土弄得更细的农具。#用耖弄细土块，使地平整：～田。,N/A,0,2
鯒,魚甬,0,yǒng,见“鲬”。,a flathead (fish),0,2
邶,北阝,0,bèi,中国周代诸侯国名，在今河南省汤阴县东南。,place in today's Henan province,0,2
絼,糹豸,0,zhèn,古同“纼”。,N/A,0,2
颥,需页,0,rú,〔颞～〕见“颞”。,the temporal bone,0,2
篚,竹匪,0,fěi,古代盛物的竹器。,round or oval covered-baskets with short legs,0,2
鳘,敏鱼,0,mǐn,〔～鱼〕海鱼名，即鮸鱼的通称。#鳕鱼的俗名。,codfish,0,2
虒,虒,7,sī,〔委～〕古书上说的一种似虎有角的兽。,place name,0,1
裈,衤军,0,kūn,古代称裤子：～裆。虱处～中。,trousers#pants#shorts,0,2
遆,辶帝,0,dì#tí,古同“递”。,N/A,0,2
麑,鹿兒,0,ní,幼鹿。,fawn#young deer,0,2
粚,米丿一也,0,chī,古同“黐”，黏。,N/A,0,4
鄚,莫阝,0,mào,#古邑名，中国战国时属赵，汉置县。故城在今河北省任丘市鄚州镇。#姓。,place in today's Hebei province,0,2
葌,艹女女女,0,jiān,兰草：“其草多～、蘪芜、芍药、芎窮。”#菅茅。,N/A,0,4
貏,豸卑,0,bǐ,〔～豸〕渐平，如“陂池～～。”,N/A,0,2
闅,門目攴,0,wén,古同“閿”，地名。,N/A,0,3
鳉,鱼将,0,jiāng,〔～鱼〕体长三至四厘米，侧扁，生活于池沼、水沟和水田中，善食孑孓，分布于中国、韩国和日本。亦称“青鳉”。,name of fish,0,2
鴱,艾鳥,0,ài,雌性的鹪鹩。,N/A,0,2
鶎,宗鳥,0,zūn,日本的一种小鸟。亦称“戴菊莺”。,N/A,0,2
祼,礻果,0,guàn,古代酌酒灌地以祭。#古代君主对朝见的诸侯酌酒相敬。,libation,0,2
鬛,鬛,0,liè,古同“鬣”。,a mane,0,1
镈,钅尃,0,bó,古代钟一类的乐器。#古代锄类农具。,large bell#hoe#spade,0,2
罶,罒留,0,liǔ,捕鱼的竹篓子，鱼能进去，不能出来。,fishing trap,0,2
羑,丷王久,0,yǒu,〔～里〕古地名，在今中国河南省汤阴县北。#诱导。,a guide to goodness,0,3
黉,丶丶丶冖黄,0,hóng,古代称学校：～门。～宇。～序。～宫。,school,0,5
霚,雨敄,0,wù,古同“雾”。,N/A,0,2
笹,竹世,0,tì,同“屉”。,small bamboo,0,2
郐,会阝,0,kuài,中国周代诸侯国名，在今河南省密县东北。#姓。,state in today's Henan province,0,2
溻,氵日羽,0,tā,出汗把衣服、被褥等弄湿：～渍。衣服都～透了。,wet,0,3
袉,衤它,0,tuó#tuō,衣服的大襟。,N/A,0,2
訚,门訁,0,yín,和悦而正直地争辩。#谦和而恭敬的样子。,N/A,0,2
谉,讠审,0,shěn,古同“审”，熟悉；详知。,N/A,0,2
莛,艹廷,0,tíng,草本植物的茎：麦～儿。油菜～儿。,stalks of grasses,0,2
哕,口岁,0,yuě#huì,呕吐，气逆：干～。,belch#vomit,0,2
滗,氵笔,0,bì,挡住渣滓或泡着的东西，把液体倒出：壶里的茶水～干了。,drain,0,2
瀹,氵龠,0,yuè,煮：～茗。#浸渍。#疏导：～济漯。,to boil#to wash#to cleanse,0,2
稃,禾孚,0,fū,小麦等植物的花外面包着的硬壳：内～。外～。,N/A,0,2
眰,目至,0,dié#zhì,古同“眣”。,N/A,0,2
眳,目名,0,míng,〔～睛〕不高兴。#眉睫之间：“～藐流眄，一顾倾城。”,N/A,0,2
矞,矛冏,6,yù#xù#jué,彩云，古人认为祥瑞：“云则五色而为庆，三色而成～。”#以锥穿物。#溢出。,bore with awl#bright#charming,0,2
硚,石乔,0,qiáo,〔～头〕地名，在中国四川省。,N/A,0,2
禋,礻垔,0,yīn,古代烧柴升烟以祭天：“以～祀祀昊天上帝。”#诚心祭祀：“不～于神而求福焉，神必祸之。”#姓。,offer sacrifice#sacrifice,0,2
翀,羽中,0,chōng,向上直飞，相当于“冲”：“鹄飞举万里，一飞～昊苍。”,fly upward,0,2
苾,艹必,0,bì,芳香：“椒兰芬～，所以养鼻也。”,smell#fragrance#aroma,0,2
襕,衤阑,0,lán,古代一种上下衣相连的服装。,N/A,0,2
趥,走酋,0,qiū,行貌。#蹴。#藉。,N/A,0,2
茺,艹充,0,chōng,〔～蔚〕益母草，一种中药草，多用治妇科病。,N/A,0,2
軿,車并,0,píng,古代一种有帷幔的车，多供妇女乘坐：“不见当时翠～女，今年陌上又花开。”,curtained carriage used by women,0,2
逌,辶卣,0,yōu,古同“悠”，悠闲自得：“终身～然，不知荣辱之在彼也，在我也。”#所：“八音七始，五声六律，度量权衡，历算～出。”,please#smiling#complacent,0,2
唪,口奉,0,fěng,大声吟诵：～经。,to recite#to intone or chant,0,2
庳,广卑,0,bēi,低下：堕高堙～。#矮：宫室卑～。,a low-built house,0,2
殪,歹壹,0,yì,死：“左骖～兮右刃伤”。#杀死：“～此大兕”。#跌倒：“奔～百余里间”。,die#kill#exterminate,0,2
隃,阝俞,0,yú#yáo#shù,古通“逾”，越过；超过。,to exceed,0,2
糈,米胥,0,xǔ,粮：饷～。#精米，古代用以祭神。,sacrificial rice#rations#pay,0,2
鲄,鱼可,0,hé#gě,河豚。,N/A,0,2
碕,石奇,0,qí,同“埼”。,a cape#spit#promontory,0,2
鲣,鱼坚,0,jiān,〔～鱼〕身体呈纺锤形，大部分无鳞，头大嘴尖，肉可食，生活在热带海洋中。#〔～鸟〕鲣鸟科各种类的通称。体形像鸭，食鱼类，分布于热带太平洋西部。,skipjack#bonito,0,2
綎,糹廷,0,tīng,古代佩玉上的丝绶带：“济济多士，端委缙～。”,N/A,0,2
栝,木舌,0,guā#tiǎn,古书上指桧树。#箭末扣弦处：箭～。矢～。#多年生草本植物，爬蔓，果实椭圆形。根和果实均可入药。通称“栝楼”。,a builder's frame for measuring,0,2
轵,车只,0,zhǐ,古代指车毂外端的小孔。#车轴端，轴头。,end of axle#divergent,0,2
雔,隹隹,2,chóu,双鸟。引申为伴侣、匹配。#相当：“索此难～之价。”,N/A,0,2
頠,危頁,0,wěi,头俯仰自如。#安静：“耸身直欲凌云霄，盘辟丹墀却闲～。”,quiet,0,2
穈,麻禾,0,mén#méi,谷的一种，初生时叶纯赤，生三四叶后，赤青相间，七八叶后，色始纯青。,millet,0,2
翃,厷羽,0,hóng,飞。,fly,0,2
膭,月貴,0,kuì,肥大。,N/A,0,2
衒,行玄,0,xuàn,同“炫”。,brag#show off#promote oneself,0,2
盇,太皿,1,hé,同“盍”。,why not? would it not be better to?,0,2
譢,訁遂,0,suì,古同“谇”。,N/A,0,2
鳰,入鳥,0,rù,鸟名。鷿鷈#姓氏。日本字。,N/A,0,2
笟,竹瓜,0,gū,古同“箍”。,N/A,0,2
莾,艹奔,1,mǎng,古同“莽”。,N/A,0,2
袑,衤召,0,shào,裤裆：“敕功曹官属多褒衣大～，不中节度。”,N/A,0,2
訒,訁刃,0,rèn,见“讱”。,hesitate to say,0,2
讝,訁嚴,0,zhán,说梦话；病人呓语：“如入梦寐中～语。”,N/A,0,2
閷,杀門人,0,shā,古同“杀”。,N/A,0,3
頉,止頁,0,yí,古同“颐”。,cheeks#jaw#chin,0,2
髤,髟木,0,xiū,同“髹”。,N/A,0,2
龤,龠皆,0,xié,古同“谐”，乐声和谐。,to harmonize#to agree,0,2
薿,艹疑,0,nǐ,〔～～〕茂盛，如“黍稷～～。”,flower,0,2
鱥,魚歲,0,guì,〔～鱼〕体侧扁而较长，银灰色，有黑色斑点，口大，吻尖，喜寒冷。是生活于溪流中的小型鱼类。,N/A,0,2
觝,角氐,0,dǐ,同“抵”。,gore#butt#resist,0,2
鮻,魚夋,0,suō,古书中说的一种像娃娃鱼的鱼。,dace#Canton dace,0,2
鳤,鱼管,0,guǎn,〔～鱼〕体长圆筒形，产于中国长江流域及其以南地区淡水中。,N/A,0,2
穉,禾犀,0,zhì,同“稚”。,young grain#young#tender,0,2
觱,咸角,0,bì,〔～篥〕古代管乐器，形似喇叭，用竹做管，用芦苇做嘴，亦作“觱栗”。#〔～发〕风寒冷。,tartar horn#chilly wind,0,2
轘,車睘,0,huàn,古代用车分裂人体的酷刑。,tear asunder between chariots,0,2
筘,竹扣,0,kòu,织布机上的一种机件，经线从筘齿间通过，它的作用是把纬线推到织口。,N/A,0,2
鲝,羊鱼,0,zhǎ,腌鱼。亦作“鲊”。,N/A,0,2
蔸,艹兜,0,dōu,指某些植物的根和靠近根的茎：禾～。树～脑。～距。坐～。#量词，相当于“丛”或“棵”：一～草。两～白菜。,counter for plant,0,2
镚,钅崩,0,bèng,原指中国清末发行的无孔的小铜币，今泛指小的硬币：钢～儿。,small coin,0,2
痦,疒吾,0,wù,〔～子〕人身上长出的突起的痣。,N/A,0,2
秵,禾因,0,yīn,稻花。,N/A,0,2
臎,月翠,0,cuì,鸟尾部的肉：“舒雁～，不可食，为气臊可厌耳。”#尾骶骨：“脚近～者能步，鹅鹜是也。”#肥。,N/A,0,2
葴,艹咸,0,zhēn,马蓝，一种草。#酸浆草。,N/A,0,2
泖,氵卯,0,mǎo,水面平静的小湖。,still waters#river in Jiangsu,0,2
骟,马扇,0,shàn,割去牲畜的睾丸或卵巢：～马。～猪。,geld#castrate,0,2
锽,钅皇,0,huáng,古代的一种兵器，形似剑，有三刃，多用作仪仗。,weapon,0,2
犋,牜具,0,jù,畜力单位，能拉动一辆车、一张犁、一张耙等的一头或几头牲口称一犋。,N/A,0,2
眵,目多,0,chī,眼睛分泌出来的液体凝结成的淡黄色的东西。俗称“眼屎”，亦称“眵目糊”。,eyes diseased and dim,0,2
耩,耒冓,0,jiǎng,用耧播种或施肥：～粪。～种子，～棉花。,to plough. to sow,0,2
筢,竹把,0,pá,〔～子〕搂柴草的竹制器具。,rake,0,2
躔,足廛,0,chán,兽走过的足迹。#天体的运行。,follow in#imitate#rut,0,2
鬏,髟秋,0,jiū,头发盘成的结。,a coiffure on top of the head,0,2
黪,黑参,0,cǎn,〔～黩〕昏暗，如“何时通舟车，阴气不～～？”#灰黑色：“以～衣蒙之”。,grey black,0,2
祔,礻付,0,fù,奉新死者的木主于祖庙与祖先的木主一起祭祀：“卒哭，明日以其班～。”#合葬：“周公盖～。”,worship one's ancestors#entomb,0,2
箠,竹垂,0,chuí,同“棰”。,horse whip#flog,0,2
舲,舟令,0,líng,有窗户的小船：“乘～船余上沅兮。”#小船。,houseboat,0,2
蒷,艹員,0,yún,古同“芸”，芸香，一种香草。#古同“芸”，油菜。,N/A,0,2
蜺,虫兒,0,ní,寒蝉，一种体形较小的蝉。#古同“霓”，虹的一种。,reflection of rainbow,0,2
